"dist","yield (kg/acre)","acres","planting fam lab child (pers-hrs/acre)","seed (kg/acre)","Total CAN fert (kg/acre)","Total NPK fert (kg/acre)","Total UREA fert (kg/acre)","dap (kg/acre)","Total P&D chem (kg/acre)","adopter","tenure: owned with title deed","landprep: oxen","landprep: tractor","aehh07","Rain anomaly","Cstar","dap (KES/acre)","Total CAN fert (KES/acre)","Total NPK fert (KES/acre)","Total UREA fert (KES/acre)","Total P&D chem (KES/acre)","Rstar","dap (KES/kg)","Total CAN fert (KES/kg)","Total NPK fert (KES/kg)","Total UREA fert (KES/kg)","Total P&D chem (KES/kg)","harvesting (KES/hour)","P"
"Kakamega","6.50709859186628","-0.287682072451781","3.87120101090789","2.23359222150709","0","0","1.64865862558738","2.32238772029023","-0.405465108108164","1","0","0","0","1.95066075181391","0.557858853111067","6.97229380011971","360","0","0","186.666666666667","80","9.01035438032247","70.5882352941177","0","0","35.8974358974359","120",NA,"12.2222222222222"
"Kilifi","7.59830909968948","-0.693147180559945","0","2.07944154167984","0","0","0","0","0.693147180559945","0","1","0","0","1.53794191072903","0.151840942914281","7.78322401633604","0","0","0","0","2400","10.1885762651353","0","0","0","0","1200",NA,"13.3333333333333"
"Kilifi","5.51326744283372","1.09861228866811","0","0.693147180559945","0","0.847297860387204","0","0","-1.09861228866811","1","0","0","0","1.47704872438835","0.223592680083839","8.09681747057232","0","0","84","0","53.3333333333333","8.10353460827955","0","0","72","0","160",NA,"13.3333333333333"
"Kilifi","6.30067569685958","1.09861228866811","0","1.67397643357167","1.46633706879343","0","0","1.54044504094715","0.980829253011726","0","0","1","0","1.60140574073684","0.223592680083839","7.89977172138443","186.666666666667","130","0","0","666.666666666667","8.89094286230541","80","60","0","0","250",NA,"13.3333333333333"
"Kilifi","6.33629461667879","0.405465108108164","0","1.38629436111989","0","0","0","0.980829253011726","0.287682072451781","0","0","0","0","1.90508815453506","0.223592680083839","6.68461172766793","106.666666666667","0","0","0","200","8.92656178212462","40","0","0","0","150",NA,"13.3333333333333"
"Kilifi","5.80654963046143","1.09861228866811","0","0.980829253011726","1.20397280432594","0","0","0","0.0246926125903716","1","0","0","0","1.19543647330365","0.223592680083839","6.17898092077904","0","100","0","0","320","8.39681679590725","0","30","0","0","312.19512195122",NA,"13.3333333333333"
"Kilifi","6.21201473856959","0.693147180559945","2.60268968544438","1.6094379124341","0","0","0","0","0","0","0","0","0","2.26106841279111","0.223592680083839","5.01063529409626","0","0","0","0","150","8.80228190401542","0","0","0","0","150",NA,"13.3333333333333"
"Kilifi","5.22003144814949","0.405465108108164","1.89711998488588","0.980829253011726","0","0","0","0","0.980829253011726","0","0","0","0","1.89911798754855","0.223592680083839","6.5510803350434","0","0","0","0","666.666666666667","7.81029861359532","0","0","0","0","250",NA,"13.3333333333333"
"Kilifi","6.12558014405193","0","0","0.693147180559945","0","0","0","3.91202300542815","1.09861228866811","1","0","0","0","2.11303749110835","0.223592680083839","6.63331843328038","1800","0","0","0","510","8.71584730949775","36","0","0","0","170",NA,"13.3333333333333"
"Kilifi","5.31984644384786","0.693147180559945","0","1.09861228866811","0","0","0","0","0","0","0","0","0","1.67147330335355","0.176213312416919","5.52146091786225","0","0","0","0","250","7.91011360929368","0","0","0","0","250",NA,"13.3333333333333"
"Kilifi","6.62835878611713","-0.693147180559945","0","2.07944154167984","0","0","0","2.77258872223978","2.89037175789616","1","0","0","0","1.69132507190628","0.223592680083839","8.80687326653069","640","0","0","0","3680","9.21862595156296","80","0","0","0","204.444444444444",NA,"13.3333333333333"
