"dist","yield (kg/acre)","acres","planting fam lab child (pers-hrs/acre)","seed (kg/acre)","Total CAN fert (kg/acre)","Total NPK fert (kg/acre)","Total UREA fert (kg/acre)","dap (kg/acre)","Total P&D chem (kg/acre)","adopter","tenure: owned with title deed","landprep: oxen","landprep: tractor","aehh07","Rain anomaly","Cstar","dap (KES/acre)","Total CAN fert (KES/acre)","Total NPK fert (KES/acre)","Total UREA fert (KES/acre)","Total P&D chem (KES/acre)","Rstar","dap (KES/kg)","Total CAN fert (KES/kg)","Total NPK fert (KES/kg)","Total UREA fert (KES/kg)","Total P&D chem (KES/kg)","harvesting (KES/hour)","P"
"Bomet","6.70614080496775","0.693147180559945","0","2.30258509299405","0","0","0","3.91202300542815","0","1","1","0","1","2.34851402488245","0.319391050132086","9.26860928010016","1600","0","0","0","0","9.41419100606996","32","0","0","0","0",NA,"15"
"Bomet","7.24735249788593","0.0953101798043249","0","2.38959646998368","0","0","0","3.81671282562382","0","1","0","1","0","1.90508815453506","0.279407193740733","6.11929791861787","1818.18181818182","0","0","0","0","9.95540269898815","80","0","0","0","0",NA,"15"
"Bomet","7.46143347425081","-0.693147180559945","0","2.07944154167984","0","0","0","2.99573227355399","-1.6094379124341","1","1","0","0","1.88706964903238","0.319391050132086","6.63331843328038","800","0","0","0","220","10.169483675353","40","0","0","0","1100",NA,"15"
"Bomet","7.60324970261043","-0.287682072451781","4.89285225843987","2.36712361413162","0","0","0","3.28341434600577","0","1","1","0","1","1.38128181929635","0.319391050132086","7.07326971745971","1066.66666666667","0","0","0","0","10.3112999037126","80","0","0","0","0",NA,"15"
"Bomet","6.9983452451765","0","0","2.07944154167984","0","0","0","3.91202300542815","0","1","0","0","1","1.32795878410693","0.319391050132086","8.23747928861363","1600","0","0","0","0","9.70639544627871","32","0","0","0","0","6.25","15"
"Bomet","7.7384096880462","0.405465108108164","4.31303376318693","2.23359222150709","0","0","0","3.91202300542815","-0.405465108108164","1","0","0","0","2.80900100827134","0.279407193740733","7.93020620668468","1733.33333333333","0","0","0","480","10.4464598891484","72","0","0","0","720",NA,"15"
"Bomet","6.94573002393162","0.693147180559945","0","2.30258509299405","0","0","0","3.91202300542815","0","1","0","0","1","1.76473079684014","0.279407193740733","8.53699581871242","1600","0","0","0","0","9.65378022503383","64","0","0","0","0",NA,"15"
"Bomet","7.08012750492242","-0.693147180559945","6.06842558824411","2.07944154167984","0","0","0","3.91202300542815","0","1","0","0","0","2.0299010961197","0.279407193740733","7.3132203870903","2000","0","0","0","0","9.78817770602463","40","0","0","0","0",NA,"15"
"Bomet","6.80786864315955","0.405465108108164","2.89037175789616","2.07944154167984","0","0","0","3.91202300542815","0","1","1","0","1","2.29480490567508","0.319391050132086","8.1886891244442","1600","0","0","0","0","9.51591884426176","64","0","0","0","0","10","15"
"Bomet","7.96479529173929","-1.38629436111989","0","2.07944154167984","0","0","0","2.77258872223978","0","1","0","0","0","2.05668455455722","0.279407193740733","6.94697599213542","640","0","0","0","0","10.6728454928415","40","0","0","0","0",NA,"15"
"Bomet","6.14958946204774","-1.6094379124341","0","2.70805020110221","0","0","0","2.70805020110221","0","1","1","0","0","1.56618240376314","0.319391050132086","6.39692965521615","600","0","0","0","0","8.85763966314995","40","0","0","0","0",NA,"15"
"Bomet","7.09827646011905","-0.287682072451781","0","2.30258509299405","0","0","0","4.19970507787993","0","1","0","0","1","1.75699547679172","0.279407193740733","7.85036331917367","2133.33333333333","0","0","0","0","9.80632666122126","32","0","0","0","0",NA,"15"
"Bomet","6.15478165797424","0.916290731874155","0","2.30258509299405","0","0","0","3.68887945411394","0","1","1","0","1","0.686458192409149","0.319391050132086","8.4595640785796","1280","0","0","0","0","8.86283185907645","32","0","0","0","0",NA,"15"
"Bomet","6.98471632011827","-0.693147180559945","0","2.99573227355399","0","0","0","3.66356164612965","0","1","1","0","0","0.869199124340305","0.279407193740733","6.32793678372919","1560","0","0","0","0","9.69276652122048","80","0","0","0","0",NA,"15"
"Bungoma","7.50169795669559","0.693147180559945","0","2.39789527279837","4.31748811353631","0","0","3.91202300542815","0.916290731874155","1","0","1","0","1.53471436623816","0.424607627085756","7.91935619066062","1743.75","2175","0","0","325","10.0049537451518","68.5","58","0","0","130",NA,"12.2222222222222"
"Bungoma","7.09827646011905","0.405465108108164","0","2.23359222150709","3.50655789731998","0","0","3.91202300542815","-0.405465108108164","1","0","1","0","2.21430017812647","0.424607627085756","8.56915293034695","1775","966.666666666667","0","0","1000","9.60153224857524","35.5","29","0","0","1500",NA,"12.2222222222222"
"Bungoma","7.755867272159","1.38629436111989","0","2.30258509299405","3.91202300542815","0","0","3.91202300542815","0.916290731874155","1","1","0","1","1.63413052502447","0.532605249924898","8.88530251298063","1775","1450","0","0","300","10.2591230606152","35.5","29","0","0","120",NA,"12.2222222222222"
"Bungoma","6.41326221650371","0.405465108108164","0","2.23359222150709","0","0","0","0","0","1","0","1","0","2.02022218201986","0.424607627085756","5.07517381523383","0","0","0","0","0","8.9165180049599","0","0","0","0","0",NA,"12.2222222222222"
